"","city","avgRating"
"1137","Isle of Wight",0.874
"1138","Daleville",NA
"1139","Matoaca",0.915
"1140","Fair Oaks",0.918
"1141","Temperanceville",NA
"1142","Gratton",NA
"1143","Franconia",0.914
"1144","Collinsville",NA
"1145","Windsor",0.886
"1146","Cats Bridge",NA
"1147","Parksley",NA
"1148","Bland",NA
"1149","Huntington",0.914
"1150","Brightwood",NA
"1151","Sanford",NA
"1152","Chincoteague",NA
"1153","Sperryville",NA
"1154","Waterford",0.911
"1155","Sugarland Run",0.913
"1156","Tiptop",NA
"1157","Deerfield",NA
"1158","Meadowbrook",0.913
"1159","Selma",NA
"1160","Churchville",NA
"1161","Springville",NA
"1162","Shenandoah",NA
"1163","Saxe",NA
"1164","Parrott",0.928
"1165","Altavista",NA
"1166","Potomac Mills",0.914
"1167","Great Falls",0.913
"1168","Naruna",NA
"1169","Clifton Forge",NA
"1170","Skyland Estates",0.923
"1171","Lynch Station",NA
"1172","Claypool Hill",NA
"1173","Fries",NA
"1174","La Crosse",NA
"1175","Glade Spring",NA
"1176","Falls Church",0.913
"1177","Dunn Loring",0.913
"1178","Pound",NA
"1179","Rocky Mount",NA
"1180","Concord",NA
"1181","Grottoes",NA
"1182","Modest Town",NA
"1183","Fairlawn",NA
"1184","Galax",NA
"1185","Farmville",NA
"1186","University Center",0.913
"1187","Lively",0.925
"1188","Nethers",NA
"1189","Hampden Sydney",NA
"1190","Saxis",NA
"1191","Sutherland",0.914
"1192","Brodnax",NA
"1193","Stanardsville",NA
"1194","Purdy",NA
"1195","Highland Springs",0.913
"1196","Massanetta Springs",NA
"1197","Martinsville",NA
"1198","Chantilly",0.918
"1199","New Hope",NA
"1200","Dry Fork",NA
"1201","Toano",0.908
"1202","Saluda",0.912
"1203","Danville",NA
"1204","Jewell Ridge",NA
"1205","Shipman",NA
"1206","Quantico",0.908
"1207","Rice",NA
"1208","Triangle",0.916
"1209","Ingram",NA
"1210","Ivy",NA
"1211","Ettrick",0.915
"1212","Harborton",NA
"1213","Dendron",0.907
"1214","Prince George",0.917
"1215","Flint Hill",0.915
"1216","Quinby",NA
"1217","Wise",NA
"1218","Sedley",NA
"1219","Dale City",0.914
"1220","Mechanicsville",0.913
"1221","Lafayette",NA
"1222","Nathalie",NA
"1223","Manassas",0.917
"1224","Mount Sidney",NA
"1225","Lakeside",0.913
"1226","Colonial Beach",0.916
"1227","Central Point",NA
"1228","Lowes Island",0.913
"1229","Suffolk",0.893
"1230","Burkes Garden",NA
"1231","Ivanhoe",NA
"1232","Chase City",NA
"1233","Saint Charles",NA
"1234","Clinchport",NA
"1235","Blairs",NA
"1236","Merrifield",0.914
"1237","Madison Heights",NA
"1238","Deep Creek",NA
"1239","Clarksville",NA
"1240","Moseley",0.913
"1241","Hoadly",0.914
"1242","Mitchelltown",NA
"1243","Lovingston",NA
"1244","Kent",NA
"1245","Independence",NA
"1246","Harrisonburg",NA
"1247","Melfa",NA
"1248","King George",0.915
"1249","Newtown",NA
"1250","Clintwood",NA
"1251","White Stone",0.913
"1252","Pembroke",0.924
"1253","Spring Garden",NA
"1254","Rocky Gap",NA
"1255","Dublin",NA
"1256","Wakefield",0.907
"1257","Dryden",NA
"1258","Elk Hill",NA
"1259","Horntown",NA
"1260","Low Moor",NA
"1261","Gladstone",NA
"1262","Oak Grove",0.916
"1263","Gloucester",0.907
"1264","Dulles Town Center",0.913
"1265","Bobtown",NA
"1266","Belspring",NA
"1267","Fredericksburg",0.909
"1268","Bealeton",0.911
"1269","Warrenton",NA
"1270","Savage Town",NA
"1271","Marion",NA
"1272","Blue Ridge",NA
"1273","Ravensworth",0.914
"1274","Broadway",NA
"1275","McCoy",NA
"1276","Bellwood",0.915
"1277","Shawsville",NA
"1278","Drewryville",NA
"1279","Wyndham",0.915
"1280","Bridgewater",NA
"1281","Weber City",NA
"1282","Spring Creek",NA
"1283","Pratts",NA
"1284","Pastoria",NA
"1285","Union Level",NA
"1286","East Lexington",NA
"1287","Wattsville",NA
"1288","Mount Airy",NA
"1289","Ferrum",NA
"1290","Culpeper",NA
"1291","Cloverdale",NA
"1292","Fincastle",NA
"1293","Triplet",NA
"1294","Vinton",NA
"1295","Owenton",NA
"1296","Meherrin",NA
"1297","DeWitt",NA
"1298","Pohick",0.914
"1299","Henry Fork",NA
"1300","Chester Gap",0.915
"1301","Pamplin",NA
"1302","Mount Solon",NA
"1303","Gate City",NA
"1304","Bloxom",NA
"1305","McLean",0.911
"1306","Brambleton",0.913
"1307","Sweet Briar Station",NA
"1308","Blacksburg",NA
"1309","Milford",NA
"1310","Pender",0.918
"1311","Passapatanzy",0.913
"1312","Castlewood",NA
"1313","Portsmouth",0.887
"1314","Newport News",0.874
"1315","Westlake Corner",NA
"1316","Shenandoah Retreat",0.916
"1317","Sugar Grove",NA
"1318","Harriston",NA
"1319","Cluster Springs",NA
"1320","Alberene",NA
"1321","Mavisdale",NA
"1322","Pauls Crossroads",0.917
"1323","Irvington",0.907
"1324","Madisonville",NA
"1325","Nottoway Court House",NA
"1326","Guinea",0.909
"1327","Timberlake",NA
"1328","Spotsylvania Courthouse",0.908
"1329","Forest",NA
"1330","Nelsonia",NA
"1331","Weedonville",0.915
"1332","Oak Hall",NA
"1333","Cape Charles",0.916
"1334","Brosville",NA
"1335","Basye",NA
"1336","Paytes",NA
"1337","New Kent",0.903
"1338","South Hill",NA
"1339","Gladys",NA
"1340","Volens",NA
"1341","Hiwassee",NA
"1342","Hewlett",0.916
"1343","Dillwyn",NA
"1344","Haymarket",0.92
"1345","Dranesville",0.913
"1346","Brentsville",0.916
"1347","Brookneal",NA
"1348","Bluefield",NA
"1349","Hollymead",NA
"1350","Wellington",0.914
"1351","Boyce",0.914
"1352","Plum Creek",NA
"1353","South Chesconessex",NA
"1354","Mount Jackson",NA
"1355","Honaker",NA
"1356","Newsoms",NA
"1357","Eastville",NA
"1358","Fork Union",NA
"1359","Marshall",0.916
"1360","Buckner",NA
"1361","Annandale",0.914
"1362","Gasburg",NA
"1363","Nickelsville",NA
"1364","Mechanicsburg",NA
"1365","Salem",NA
"1366","Linville",NA
"1367","Laurel",0.913
"1368","Leesburg",0.911
"1369","East Highland Park",0.913
"1370","Palmyra",NA
"1371","Walters",NA
"1372","Farnham",0.926
"1373","Cheriton",NA
"1374","Warfield",NA
"1375","Cumberland",NA
"1376","Rockdell",NA
"1377","Dooms",NA
"1378","Hillsville",NA
"1379","Pulaski",NA
"1380","Baskerville",NA
"1381","Stony Creek",NA
"1382","New Church",NA
"1383","Rileyville",NA
"1384","Greenbriar",0.918
"1385","Staunton",NA
"1386","Mendota",NA
"1387","New Market",NA
"1388","Edinburg",NA
"1389","Fairview",NA
"1390","Wylliesburg",NA
"1391","Dahlgren",0.919
"1392","Stuarts Draft",NA
"1393","Stephens City",0.915
"1394","Wytheville",NA
"1395","Middlebrook",NA
"1396","Oakton",0.918
"1397","Covesville",NA
"1398","Lyndhurst",NA
"1399","Axton",NA
"1400","Charlotte Court House",NA
"1401","Bristow",0.911
"1402","Champlain",0.921
"1403","Pantops",NA
"1404","Courtland",NA
"1405","Baileys Crossroads",0.914
"1406","Goode",NA
"1407","Bristol",NA
"1408","Ashland",0.915
"1409","Monroe",NA
"1410","Lincolnia",0.914
"1411","Reston",0.913
"1412","Five Mile Fork",0.901
"1413","Hampton",0.873
"1414","Healing Springs",NA
"1415","Nassawadox",NA
"1416","Halifax",NA
"1417","Woodbridge",0.914
"1418","Alton",NA
"1419","Bergton",NA
"1420","Reedville",0.923
"1421","Sandston",0.913
"1422","Starkey",NA
"1423","Central Garage",0.916
"1424","Spring Grove",0.907
"1425","New Canton",NA
"1426","King William",0.918
"1427","Fort Blackmore",NA
"1428","Roanoke",NA
"1429","Crewe",NA
"1430","Williamsburg",0.906
"1431","Hybla Valley",0.914
"1432","Yorkshire",0.918
"1433","The Plains",0.917
"1434","Buckhall",0.914
"1435","Unionville",NA
"1436","Glen Allen",0.913
"1437","Capron",NA
"1438","Fishersville",NA
"1439","Raven",NA
"1440","Sterling",0.913
"1441","Simpsons",NA
"1442","Centenary",NA
"1443","Narrows",0.919
"1444","Ewing",NA
"1445","Woodburn",0.914
"1446","Kinsale",0.931
"1447","Victoria",NA
"1448","Callaghan",NA
"1449","Shenandoah Shores",0.919
"1450","Warm Springs",NA
"1451","Front Royal",0.919
"1452","Opal",0.911
"1453","Shawnee Land",0.918
"1454","Big Island",NA
"1455","Trammel",NA
"1456","Sebrell",NA
"1457","Brandermill",0.913
"1458","Chesterfield",0.915
"1459","Nelson",NA
"1460","Meadowview",NA
"1461","Brucetown",0.911
"1462","Brokenburg",NA
"1463","Sudley",0.917
"1464","Jeffersonton",NA
"1465","Alexandria",0.916
"1466","Elmo",NA
"1467","Belmont",0.916
"1468","Scottsville",NA
"1469","Red Ash",NA
"1470","Deltaville",0.906
"1471","Kings Park",0.914
"1472","Natural Bridge Station",NA
"1473","South Riding",0.918
"1474","Bull Run",0.917
"1475","North Shore",NA
"1476","Pimmit Hills",0.913
"1477","Phenix",NA
"1478","Gainesville",0.919
"1479","Woodlawn",NA
"1480","Linton Hall",0.916
"1481","Rivanna",NA
"1482","Glenvar",NA
"1483","Norton",NA
"1484","Fieldale",NA
"1485","Burke",0.914
"1486","Vienna",0.913
"1487","Draper",NA
"1488","Motley",NA
"1489","Spotsylvania",0.908
"1490","Laurel Hill",0.914
"1491","Paint Bank",NA
"1492","Pocahontas",NA
"1493","Lynchburg",NA
"1494","Aquia Harbour",0.91
"1495","Trout Dale",NA
"1496","Morrisville",0.909
"1497","Washington",0.917
"1498","Makemie Park",NA
"1499","Chester",0.915
"1500","Iron Gate",NA
"1501","Seven Corners",0.911
"1502","Seaford",0.874
"1503","Pennington Gap",NA
"1504","West Point",0.905
"1505","Madison",NA
"1506","Groveton",0.914
"1507","Disputanta",NA
"1508","Goochland",0.916
"1509","Oriskany",NA
"1510","Chula",0.917
"1511","Captains Cove",NA
"1512","Lorton",0.914
"1513","Laymantown",NA
"1514","Rich Creek",0.918
"1515","Amherst",NA
"1516","Port Royal",0.912
"1517","Pleasant Valley",0.918
"1518","Crozet",NA
"1519","Emporia",NA
"1520","Midland",0.911
"1521","Scotland",0.906
"1522","Greenville",NA
"1523","Woodstock",NA
"1524","Fairfield",NA
"1525","Ruckersville",NA
"1526","Arcola",0.916
"1527","Dundas",NA
"1528","Appomattox",NA
"1529","Richlands",NA
"1530","Floris",0.913
"1531","Massies Mill",NA
"1532","Dayton",NA
"1533","Shenandoah Farms",0.916
"1534","Poquoson",0.873
"1535","Floyd",0.923
"1536","North Springfield",0.914
"1537","Mantua",0.914
"1538","Painter",NA
"1539","Chatmoss",NA
"1540","New Castle",NA
"1541","Bon Air",0.913
"1542","Prospect",NA
"1543","Bedford",NA
"1544","Carrsville",NA
"1545","Union Hall",NA
"1546","Hurley",NA
"1547","Hartfield",0.909
"1548","Abingdon",NA
"1549","Austinville",NA
"1550","Tasley",NA
"1551","Max Meadows",NA
"1552","Franklin",NA
"1553","Belmont Estates",NA
"1554","Oakpark",NA
"1555","Bellamy",0.91
"1556","York Haven Anchorage",NA
"1557","Lawrenceville",NA
"1558","Hopewell",0.915
"1559","Tuckahoe",0.913
"1560","Keysville",NA
"1561","Jefferson",0.914
"1562","Grundy",NA
"1563","Broadford",NA
"1564","Gloucester Courthouse",0.907
"1565","Wilsons",NA
"1566","Bentonville",NA
"1567","Saltville",NA
"1568","Lancaster",0.923
"1569","Cave Spring",NA
"1570","Louisa",NA
"1571","Vesuvius",NA
"1572","Surry",0.904
"1573","Remington",0.915
"1574","Center Cross",0.935
"1575","Riverview",NA
"1576","Gloucester Point",0.908
"1577","Ararat",NA
"1578","Alleghany",NA
"1579","Jamestown",0.906
"1580","Hillsboro",0.913
"1581","Springfield",0.914
"1582","Callands",NA
"1583","Jolivue",NA
"1584","Nokesville",0.916
"1585","Cherry Hill",0.914
"1586","Horse Pasture",NA
"1587","Buena Vista",NA
"1588","Hollins",NA
"1589","Merrimac",NA
"1590","Crimora",NA
"1591","Tangier",NA
"1592","Atlantic",NA
"1593","Saint Paul",NA
"1594","Bacova",NA
"1595","Chamberlayne",0.913
"1596","Mount Vernon",0.914
"1597","Snowville",NA
"1598","Piney River",NA
"1599","Yorktown",0.874
"1600","Lake Ridge",0.914
"1601","Cedar Bluff",NA
"1602","Accomac",NA
"1603","Harman",NA
"1604","Caylor",NA
"1605","Mathews",0.91
"1606","McMullin",NA
"1607","Loch Lomond",0.917
"1608","Riverdale",NA
"1609","Cripple Creek",NA
"1610","Branchville",NA
"1611","King and Queen Court House",0.911
"1612","Riverton",0.912
"1613","South Boston",NA
"1614","Ruther Glen",0.916
"1615","Wolf Trap",0.913
"1616","Clifton",0.914
"1617","Independent Hill",0.914
"1618","Christiansburg",NA
"1619","Onancock",NA
"1620","Keller",NA
"1621","Colonial Heights",0.915
"1622","Shadwell",NA
"1623","Warsaw",0.914
"1624","Highland Acres",0.909
"1625","Wyoming",0.897
"1626","Newark",0.922
"1627","Talleyville",0.908
"1628","Rising Sun",0.905
"1629","Fenwick Island",NA
"1630","Roseville Park",0.92
"1631","Blades",NA
"1632","Milford",0.915
"1633","Stanton",0.922
"1634","Holly Oak",0.908
"1635","Christiana",0.92
"1636","Bridgeville",NA
"1637","Greenwood",0.908
"1638","Saint Georges",0.916
"1639","Edgemoor",0.915
"1640","Bethany Beach",NA
"1641","Ogletown",0.92
"1642","Middletown",0.915
"1643","Cheswold",0.906
"1644","Newport",0.918
"1645","Harrington",0.921
"1646","Dewey Beach",NA
"1647","Brookside",0.917
"1648","Marshallton",0.92
"1649","Camden",0.897
"1650","Claymont",0.908
"1651","Milton",NA
"1652","Dagsboro",NA
"1653","Westover Hills",0.916
"1654","Slaughter Beach",NA
"1655","Frankford",NA
"1656","Riverview",0.921
"1657","Centerville",0.909
"1658","Millsboro",NA
"1659","Holloway Terrace",0.915
"1660","Townsend",0.916
"1661","Minquadale",0.915
"1662","Woodside",0.906
"1663","Kenton",NA
"1664","Rockland",0.908
"1665","Hartly",0.901
"1666","Montchanin",0.908
"1667","Seaford",NA
"1668","Kent Acres",0.899
"1669","Pleasantville",0.924
"1670","Delmar",NA
"1671","Leipsic",0.9
"1672","Magnolia",0.907
"1673","Greenville",0.916
"1674","Pike Creek Valley",0.918
"1675","Bethel",NA
"1676","Hockessin",0.912
"1677","Lewes",NA
"1678","Selbyville",NA
"1679","Collins Park",0.914
"1680","Delaware City",0.914
"1681","Bowers Beach",0.9
"1682","Little Creek",0.893
"1683","Fairfax",0.908
"1684","Wilmington Manor",0.918
"1685","Lebanon",0.906
"1686","Laurel",NA
"1687","Rehoboth Beach",NA
"1688","Ardentown",0.908
"1689","Farmington",0.921
"1690","Felton",0.921
"1691","Ardencroft",0.908
"1692","Viola",0.905
"1693","Glasgow",NA
"1694","Odessa",0.915
"1695","Elsmere",0.916
"1696","Georgetown",NA
"1697","Arden",0.908
"1698","Bear",0.917
"1699","Milford Crossroads",0.923
"1700","Clayton",NA
"1701","Rodney Village",0.905
"1702","Millville",NA
"1703","Frederica",0.92
"1704","Pike Creek",0.92
"1705","Wilmington",0.915
"1706","South Bethany",NA
"1707","Bellefonte",0.915
"1708","Henlopen Acres",NA
"1709","Ocean View",NA
"1710","Dover",0.894
"1711","New Castle",0.917
"1712","Houston",0.92
"1713","Ellendale",0.914
"1714","Yorklyn",0.912
"1715","Smyrna",NA
"1716","Long Neck",NA
"1717","North Star",0.923
"1718","Washington",0.911
"1719","Ixonia",0.925
"1720","Ridgeway",NA
"1721","Summit Corners",0.909
"1722","Colfax",NA
"1723","Wyeville",NA
"1724","Friesland",NA
"1725","Hortonville",NA
"1726","Merton",0.906
"1727","Kaukauna",NA
"1728","Gotham",NA
"1729","Aniwa",NA
"1730","South Range",0.832
"1731","Winter",NA
"1732","Dodge",NA
"1733","Oconomowoc",0.913
"1734","Oakdale",NA
"1735","Verona",NA
"1736","Ella",NA
"1737","Wonewoc",NA
"1738","Fremont",NA
"1739","Platteville",NA
"1740","McAllister",NA
"1741","Coloma",NA
"1742","Strum",NA
"1743","Wind Lake",0.917
"1744","Baileys Harbor",NA
"1745","Nasonville",NA
"1746","Pell Lake",0.907
"1747","Mazomanie",0.929
"1748","Radisson",NA
"1749","Viroqua",NA
"1750","Black Hawk",NA
"1751","Gibbsville",NA
"1752","Pine River",NA
"1753","Waterloo",0.927
"1754","Whittlesey",NA
"1755","Hancock",NA
"1756","Montfort",NA
"1757","Sugar Bush",NA
"1758","Salem Lakes",0.919
"1759","Pipe",0.916
"1760","Poplar",NA
"1761","Hannibal",NA
"1762","Kewaskum",NA
"1763","Medford",NA
"1764","Richland Center",NA
"1765","Lake Beulah",0.917
"1766","Kempster",NA
"1767","Clyman",0.92
"1768","Ironton",NA
"1769","Rice Lake",NA
"1770","Larsen",NA
"1771","Weyerhaeuser",NA
"1772","Iola",NA
"1773","New Holstein",0.923
"1774","Powers Lake",0.913
"1775","Endeavor",NA
"1776","North Fond du Lac",NA
"1777","Windsor",NA
"1778","Wausaukee",NA
"1779","Bayside",0.909
"1780","Almena",NA
"1781","Winchester",NA
"1782","Howard",NA
"1783","Lebanon",0.912
"1784","Christie",NA
"1785","Bohners Lake",0.91
"1786","Hingham",NA
"1787","Durand",NA
"1788","Burlington",0.908
"1789","Collins",0.914
"1790","Somerset",0.903
"1791","Chippewa Falls",NA
"1792","Townsend",NA
"1793","Waupaca",NA
"1794","Lake Wissota",NA
"1795","Gleason",NA
"1796","Campbellsport",0.907
"1797","Boyd",NA
"1798","Bruce",NA
"1799","Kellnersville",NA
"1800","Port Edwards",NA
"1801","Valders",0.908
"1802","Rockland",NA
"1803","New Munster",0.916
"1804","Chilton",0.923
"1805","Lake Geneva",NA
"1806","Cuba City",NA
"1807","Saint Joseph",NA
"1808","Wrightstown",NA
"1809","Loretta",NA
"1810","Manawa",NA
"1811","Arena",NA
"1812","Rusk",NA
"1813","Port Wing",NA
"1814","Buffalo City",NA
"1815","Genoa City",0.914
"1816","Eagle Lake",0.92
"1817","Heafford Junction",NA
"1818","Silver Lake",0.915
"1819","Fitchburg",NA
"1820","Rib Lake",NA
"1821","Spencer",NA
"1822","Haugen",NA
"1823","Saukville",0.916
"1824","Merrill",NA
"1825","Mineral Point",NA
"1826","Monona",NA
"1827","Almond",NA
"1828","Hatfield",NA
"1829","Tustin",NA
"1830","Beaver Dam",NA
"1831","Oconomowoc Lake",0.907
"1832","Paddock Lake",0.912
"1833","Greenleaf",NA
"1834","Mackville",NA
"1835","Marquette",NA
"1836","Little Chute",NA
"1837","Baldwin",NA
"1838","Omro",NA
"1839","Green Valley",NA
"1840","Mountain",NA
"1841","Rio Creek",NA
"1842","Symco",NA
"1843","Neshkoro",NA
"1844","Thornton",NA
"1845","Mount Pleasant",0.919
"1846","Mindoro",NA
"1847","Canton",NA
"1848","Johnsburg",0.921
"1849","Eleva",NA
"1850","Johnstown Center",0.929
"1851","Black Earth",0.929
"1852","Dale",NA
"1853","Shorewood",0.91
"1854","Columbus",NA
"1855","Buena Vista",0.906
"1856","Danbury",NA
"1857","Seymour",NA
"1858","Kieler",NA
"1859","Biron",NA
"1860","Phlox",NA
"1861","Fox Crossing",NA
"1862","Packwaukee",NA
"1863","Eastman",NA
"1864","Junction City",NA
"1865","Avoca",NA
"1866","Gillett",NA
"1867","Manitowish",NA
"1868","Greenbush",NA
"1869","Rudolph",NA
"1870","Withee",NA
"1871","Adams",NA
"1872","Gratiot",NA
"1873","Denmark",NA
"1874","Beloit",0.923
"1875","Melvina",NA
"1876","Wilmot",0.914
"1877","Genoa",NA
"1878","Montreal",NA
"1879","Wanderoos",NA
"1880","Monterey",0.905
"1881","Plainville",NA
"1882","Mount Zion",NA
"1883","Greenfield",0.914
"1884","Fredonia",0.92
"1885","Saint Cloud",NA
"1886","Greendale",0.914
"1887","Trego",NA
"1888","Brill",NA
"1889","Spooner",NA
"1890","Brodhead",0.918
"1891","Carlsville",NA
"1892","Browns Lake",0.917
"1893","Turtle Lake",NA
"1894","La Farge",NA
"1895","Utica",0.913
"1896","Sharon",0.925
"1897","Owen",NA
"1898","Poy Sippi",NA
"1899","Forestville",NA
"1900","Arkdale",NA
"1901","Suamico",NA
"1902","Pewaukee",0.906
"1903","Park Falls",NA
"1904","Plainfield",NA
"1905","Edmund",NA
"1906","Mount Tabor",NA
"1907","Deerbrook",NA
"1908","Bay City",NA
"1909","Coleman",NA
"1910","Fond du Lac",NA
"1911","Eagle",0.908
"1912","Hartland",0.906
"1913","Lakewood",NA
"1914","Saint Nazianz",0.911
"1915","Lake Nebagamon",NA
"1916","Taycheedah",NA
"1917","Clayton",NA
"1918","Edgerton",0.93
"1919","Hartford",0.91
"1920","Cedar Grove",NA
"1921","Langes Corners",NA
"1922","Hilbert",0.919
"1923","Elkhorn",NA
"1924","Lake Koshkonong",0.928
"1925","Hanover",0.921
"1926","Valton",NA
"1927","Siren",NA
"1928","Van Buskirk",NA
"1929","Newry",NA
"1930","Rhinelander",NA
"1931","Nelsonville",NA
"1932","Cazenovia",NA
"1933","Glen Haven",NA
"1934","Williams Bay",NA
"1935","Tainter Lake",NA
"1936","Baraboo",NA
"1937","Wild Rose",NA
"1938","Lampson",NA
"1939","Wabeno",NA
"1940","Bell Center",NA
"1941","Peshtigo",NA
"1942","Plover",NA
"1943","Briggsville",NA
"1944","Benoit",NA
"1945","Rozellville",NA
"1946","Chaseburg",NA
"1947","Waukau",NA
"1948","Sobieski",NA
"1949","Connorsville",NA
"1950","Janesville",0.924
"1951","Lake Shangrila",0.92
"1952","Lake Wazeecha",NA
"1953","Hustler",NA
"1954","Brackett",NA
"1955","Necedah",NA
"1956","Sayner",NA
"1957","Dunbar",NA
"1958","Norwalk",NA
"1959","Arlington",NA
"1960","Land O' Lakes",NA
"1961","Twin Lakes",0.914
"1962","Marinette",NA
"1963","Milltown",NA
"1964","New Lisbon",NA
"1965","Phillips",NA
"1966","Wilson",NA
"1967","Ontario",NA
"1968","Warrens",NA
"1969","Pleasant Prairie",0.906
"1970","Blueberry",NA
"1971","Lodi",NA
"1972","Maplewood",NA
"1973","Irma",NA
"1974","Muskego",0.917
"1975","Manitowoc",0.904
"1976","Suring",NA
"1977","Frederic",NA
"1978","Brooks",NA
"1979","Kronenwetter",NA
"1980","Nichols",NA
"1981","Emerald",NA
"1982","Little Rapids",NA
"1983","Centuria",NA
"1984","Alderley",0.904
"1985","Lake Hallie",NA
"1986","Haven",0.897
"1987","Wyocena",NA
"1988","Rosendale",NA
"1989","Stone Lake",NA
"1990","Ladysmith",NA
"1991","Birchwood",NA
"1992","Augusta",NA
"1993","Oxford",NA
"1994","Rome",0.928
"1995","Gordon",NA
"1996","Kenosha",0.911
"1997","Gagen",NA
"1998","Webster",NA
"1999","Cavour",NA
"2000","Union Center",NA
"2001","Doering",NA
"2002","Slinger",0.904
"2003","Pardeeville",NA
"2004","Argyle",NA
"2005","Balsam Lake",NA
"2006","Granton",NA
"2007","Wauzeka",NA
"2008","Hager City",NA
"2009","Bancroft",NA
"2010","Abbotsford",NA
"2011","Holcombe",NA
"2012","Waumandee",NA
"2013","McNaughton",NA
