"","city","county","crime_rate_per_100000"
"23080","Cambridge","Chester",162.3261912
"23081","West Chester","Chester",162.3261912
"23082","Thorndale","Chester",162.3261912
"23083","Devon","Chester",162.3261912
"23084","New London","Chester",162.3261912
"23085","Ludwigs Corner","Chester",162.3261912
"23086","Downingtown","Chester",162.3261912
"23087","Atglen","Chester",162.3261912
"23088","Anselma","Chester",162.3261912
"23089","Hickory Hill","Chester",162.3261912
"23090","Strafford","Chester",162.3261912
"23091","Berwyn","Chester",162.3261912
"23092","Kelton","Chester",162.3261912
"23093","Lenape","Chester",162.3261912
"23094","Landenberg","Chester",162.3261912
"23095","Glenloch","Chester",162.3261912
"23096","Kemblesville","Chester",162.3261912
"23097","Knauertown","Chester",162.3261912
"23098","Devault","Chester",162.3261912
"23099","Kaolin","Chester",162.3261912
"23100","Chester Springs","Chester",162.3261912
"23101","Embreeville","Chester",162.3261912
"23102","Milltown","Chester",162.3261912
"23103","Caln","Chester",162.3261912
"23104","Chatwood","Chester",162.3261912
"23105","Pocopson","Chester",162.3261912
"23106","Homeville","Chester",162.3261912
"23107","Morstein","Chester",162.3261912
"23108","Modena","Chester",162.3261912
"23109","Coatesville","Chester",162.3261912
"23110","Honey Brook","Chester",162.3261912
"23111","Malvern","Chester",162.3261912
"23112","Westtown","Chester",162.3261912
"23113","Valley Forge","Chester",162.3261912
"23114","Elverson","Chester",162.3261912
"23115","West Grove","Chester",162.3261912
"23116","Guthriesville","Chester",162.3261912
"23117","Paoli","Chester",162.3261912
"23118","Frazer","Chester",162.3261912
"23119","Chesterbrook","Chester",162.3261912
"23120","Phoenixville","Chester",162.3261912
"23121","South Coatesville","Chester",162.3261912
"23122","Northbrook","Chester",162.3261912
"23123","Hamorton","Chester",162.3261912
"23124","Loag","Chester",162.3261912
"23125","Longwood","Chester",162.3261912
"23126","Westwood","Chester",162.3261912
"23127","Sadsburyville","Chester",162.3261912
"23128","Bucktown","Chester",162.3261912
"23129","Kennett Square","Chester",162.3261912
"23130","Goshenville","Chester",162.3261912
"23131","Fairville","Chester",162.3261912
"23132","Ercildoun","Chester",162.3261912
"23133","Bradford Hills","Chester",162.3261912
"23134","Parker Ford","Chester",162.3261912
"23135","Jennersville","Chester",162.3261912
"23136","Spring City","Chester",162.3261912
"23137","Avondale","Chester",162.3261912
"23138","Saint Peters","Chester",162.3261912
"23139","Parkesburg","Chester",162.3261912
"23140","Warwick","Chester",162.3261912
"23141","Bacton","Chester",162.3261912
"23142","Oxford","Chester",162.3261912
"23143","Exton","Chester",162.3261912
"23144","Cochranville","Chester",162.3261912
"23145","Kimberton","Chester",162.3261912
"23146","Brandywine Manor","Chester",162.3261912
"23147","Marshallton","Chester",162.3261912
"23148","Lionville","Chester",162.3261912
"23149","Mayoworth","Johnson",162.2624015
"23150","Linch","Johnson",162.2624015
"23151","Sussex","Johnson",162.2624015
"23152","Kaycee","Johnson",162.2624015
"23153","Buffalo","Johnson",162.2624015
"23154","Saddlestring","Johnson",162.2624015
"23155","Harriet","Searcy",162.0341518
"23156","Snowball","Searcy",162.0341518
"23157","Pindall","Searcy",162.0341518
"23158","Gilbert","Searcy",162.0341518
"23159","Leslie","Searcy",162.0341518
"23160","Rock Springs","Searcy",162.0341518
"23161","Landis","Searcy",162.0341518
"23162","Marshall","Searcy",162.0341518
"23163","Saint Joe","Searcy",162.0341518
"23164","Witts Springs","Searcy",162.0341518
"23165","Farley","Dubuque",161.9695497
"23166","Centralia","Dubuque",161.9695497
"23167","Worthington","Dubuque",161.9695497
"23168","Bankston","Dubuque",161.9695497
"23169","Rickardsville","Dubuque",161.9695497
"23170","Epworth","Dubuque",161.9695497
"23171","Dubuque","Dubuque",161.9695497
"23172","Sageville","Dubuque",161.9695497
"23173","Asbury","Dubuque",161.9695497
"23174","Key West","Dubuque",161.9695497
"23175","Zwingle","Dubuque",161.9695497
"23176","Dyersville","Dubuque",161.9695497
"23177","King","Dubuque",161.9695497
"23178","Holy Cross","Dubuque",161.9695497
"23179","Durango","Dubuque",161.9695497
"23180","Bernard","Dubuque",161.9695497
"23181","Peosta","Dubuque",161.9695497
"23182","Cascade","Dubuque",161.9695497
"23183","Graf","Dubuque",161.9695497
"23184","New Vienna","Dubuque",161.9695497
"23185","Balltown","Dubuque",161.9695497
"23186","Luxemburg","Dubuque",161.9695497
"23187","Sherrill","Dubuque",161.9695497
"23188","Hunnewell","Shelby",161.8908855
"23189","Emden","Shelby",161.8908855
"23190","Shelbyville","Shelby",161.8908855
"23191","Shelbina","Shelby",161.8908855
"23192","Bethel","Shelby",161.8908855
"23193","Clarence","Shelby",161.8908855
"23194","Leonard","Shelby",161.8908855
"23195","Sweet","Gem",161.8122977
"23196","Letha","Gem",161.8122977
"23197","Pearl","Gem",161.8122977
"23198","Ola","Gem",161.8122977
"23199","Montour","Gem",161.8122977
"23200","Emmett","Gem",161.8122977
"23201","Boley","Okfuskee",161.5900461
"23202","IXL","Okfuskee",161.5900461
"23203","Welty","Okfuskee",161.5900461
"23204","Okemah","Okfuskee",161.5900461
"23205","Clearview","Okfuskee",161.5900461
"23206","Paden","Okfuskee",161.5900461
"23207","Weleetka","Okfuskee",161.5900461
"23208","Bearden","Okfuskee",161.5900461
"23209","Castle","Okfuskee",161.5900461
"23210","Aubrey","Denton",161.4985751
"23211","Lewisville","Denton",161.4985751
"23212","Sanger","Denton",161.4985751
"23213","Little Elm","Denton",161.4985751
"23214","Providence","Denton",161.4985751
"23215","DISH","Denton",161.4985751
"23216","Lakewood Village","Denton",161.4985751
"23217","Trophy Club","Denton",161.4985751
"23218","The Colony","Denton",161.4985751
"23219","Argyle","Denton",161.4985751
"23220","Copper Canyon","Denton",161.4985751
"23221","Highland Village","Denton",161.4985751
"23222","Corral City","Denton",161.4985751
"23223","Northlake","Denton",161.4985751
"23224","Krum","Denton",161.4985751
"23225","Denton","Denton",161.4985751
"23226","Lantana","Denton",161.4985751
"23227","Pilot Point","Denton",161.4985751
"23228","Bartonville","Denton",161.4985751
"23229","Cross Roads","Denton",161.4985751
"23230","Ponder","Denton",161.4985751
"23231","Justin","Denton",161.4985751
"23232","Krugerville","Denton",161.4985751
"23233","Corinth","Denton",161.4985751
"23234","Roanoke","Denton",161.4985751
"23235","Oak Point","Denton",161.4985751
"23236","Shady Shores","Denton",161.4985751
"23237","Flower Mound","Denton",161.4985751
"23238","Lincoln Park","Denton",161.4985751
"23239","Hackberry","Denton",161.4985751
"23240","Lake Dallas","Denton",161.4985751
"23241","Double Oak","Denton",161.4985751
"23242","Hebron","Denton",161.4985751
"23243","Hickory Creek","Denton",161.4985751
"23244","Fashing","Atascosa",161.3827957
"23245","Christine","Atascosa",161.3827957
"23246","Jourdanton","Atascosa",161.3827957
"23247","Campbellton","Atascosa",161.3827957
"23248","Leming","Atascosa",161.3827957
"23249","Pleasanton","Atascosa",161.3827957
"23250","Coughran","Atascosa",161.3827957
"23251","Poteet","Atascosa",161.3827957
"23252","McCoy","Atascosa",161.3827957
"23253","Charlotte","Atascosa",161.3827957
"23254","Lytle","Atascosa",161.3827957
"23255","Hortonville","Outagamie",161.3573983
"23256","Kaukauna","Outagamie",161.3573983
"23257","Sugar Bush","Outagamie",161.3573983
"23258","Mackville","Outagamie",161.3573983
"23259","Little Chute","Outagamie",161.3573983
"23260","Dale","Outagamie",161.3573983
"23261","Seymour","Outagamie",161.3573983
"23262","Nichols","Outagamie",161.3573983
"23263","Medina","Outagamie",161.3573983
"23264","Kimberly","Outagamie",161.3573983
"23265","Black Creek","Outagamie",161.3573983
"23266","Shiocton","Outagamie",161.3573983
"23267","Appleton","Outagamie",161.3573983
"23268","Combined Locks","Outagamie",161.3573983
"23269","Bear Creek","Outagamie",161.3573983
"23270","Maben","Oktibbeha",161.0831311
"23271","Longview","Oktibbeha",161.0831311
"23272","Starkville","Oktibbeha",161.0831311
"23273","Sturgis","Oktibbeha",161.0831311
"23274","Jewell Valley","Buchanan",161.03742
"23275","Vansant","Buchanan",161.03742
"23276","Mavisdale","Buchanan",161.03742
"23277","Hurley","Buchanan",161.03742
"23278","Grundy","Buchanan",161.03742
"23279","Harman","Buchanan",161.03742
"23280","Oakland Acres","Jasper",161.0218062
"23281","Kellogg","Jasper",161.0218062
"23282","Lynnville","Jasper",161.0218062
"23283","Killduff","Jasper",161.0218062
"23284","Newton","Jasper",161.0218062
"23285","Mingo","Jasper",161.0218062
"23286","Newburg","Jasper",161.0218062
"23287","Reasnor","Jasper",161.0218062
"23288","Prairie City","Jasper",161.0218062
"23289","Colfax","Jasper",161.0218062
"23290","Ira","Jasper",161.0218062
"23291","Monroe","Jasper",161.0218062
"23292","Sully","Jasper",161.0218062
"23293","Valeria","Jasper",161.0218062
"23294","Lambs Grove","Jasper",161.0218062
"23295","Baxter","Jasper",161.0218062
"23296","Pelkie","Baraga",161.0120759
"23297","Zeba","Baraga",161.0120759
"23298","Covington","Baraga",161.0120759
"23299","Nestoria","Baraga",161.0120759
"23300","Baraga","Baraga",161.0120759
"23301","Keweenaw Bay","Baraga",161.0120759
"23302","Herman","Baraga",161.0120759
"23303","Aura","Baraga",161.0120759
"23304","L'Anse","Baraga",161.0120759
"23305","Texola","Beckham",160.7649025
"23306","Erick","Beckham",160.7649025
"23307","Sayre","Beckham",160.7649025
"23308","Sweetwater","Beckham",160.7649025
"23309","Mayfield","Beckham",160.7649025
"23310","Elk City","Beckham",160.7649025
"23311","Carter","Beckham",160.7649025
"23312","Plainville","Daviess",160.4591601
"23313","Elnora","Daviess",160.4591601
"23314","Montgomery","Daviess",160.4591601
"23315","Odon","Daviess",160.4591601
"23316","Raglesville","Daviess",160.4591601
"23317","Alfordsville","Daviess",160.4591601
"23318","Cannelburg","Daviess",160.4591601
"23319","Glendale","Daviess",160.4591601
"23320","Washington","Daviess",160.4591601
"23321","Cornettsville","Daviess",160.4591601
"23322","Hilliard","Nassau",159.8203672
"23323","Bryceville","Nassau",159.8203672
"23324","Amelia City","Nassau",159.8203672
"23325","Becker","Nassau",159.8203672
"23326","Fernandina Beach","Nassau",159.8203672
"23327","Callahan","Nassau",159.8203672
"23328","Yulee","Nassau",159.8203672
"23329","American Beach","Nassau",159.8203672
"23330","Ratliff","Nassau",159.8203672
"23331","Italia","Nassau",159.8203672
"23332","Boulogne","Nassau",159.8203672
"23333","Ironton","Crow Wing",159.7899
"23334","Pine Center","Crow Wing",159.7899
"23335","Manhattan Beach","Crow Wing",159.7899
"23336","Brainerd","Crow Wing",159.7899
"23337","Riverton","Crow Wing",159.7899
"23338","Cuyuna","Crow Wing",159.7899
"23339","Fort Ripley","Crow Wing",159.7899
"23340","Barrows","Crow Wing",159.7899
"23341","Jenkins","Crow Wing",159.7899
"23342","Merrifield","Crow Wing",159.7899
"23343","Deerwood","Crow Wing",159.7899
"23344","Trommald","Crow Wing",159.7899
"23345","Garrison","Crow Wing",159.7899
"23346","Emily","Crow Wing",159.7899
"23347","Breezy Point","Crow Wing",159.7899
"23348","Baxter","Crow Wing",159.7899
"23349","Fifty Lakes","Crow Wing",159.7899
"23350","Crosby","Crow Wing",159.7899
"23351","Nisswa","Crow Wing",159.7899
"23352","Cross Lake","Crow Wing",159.7899
"23353","Pequot Lakes","Crow Wing",159.7899
"23354","Rhodhiss","Caldwell",159.7755824
"23355","Whitnel","Caldwell",159.7755824
"23356","Cedar Rock","Caldwell",159.7755824
"23357","Cajahs Mountain","Caldwell",159.7755824
"23358","Collettsville","Caldwell",159.7755824
"23359","Yadkin Valley","Caldwell",159.7755824
"23360","Lenoir","Caldwell",159.7755824
"23361","Northlakes","Caldwell",159.7755824
"23362","Granite Falls","Caldwell",159.7755824
"23363","Gamewell","Caldwell",159.7755824
"23364","Sawmills","Caldwell",159.7755824
"23365","Hudson","Caldwell",159.7755824
"23366","Brackett","Eau Claire",159.7034642
"23367","Augusta","Eau Claire",159.7034642
"23368","Fall Creek","Eau Claire",159.7034642
"23369","Foster","Eau Claire",159.7034642
"23370","Fairchild","Eau Claire",159.7034642
"23371","Altoona","Eau Claire",159.7034642
"23372","Eau Claire","Eau Claire",159.7034642
"23373","Dundee","Delaware",159.6897456
"23374","Sand Springs","Delaware",159.6897456
"23375","Hopkinton","Delaware",159.6897456
"23376","Ryan","Delaware",159.6897456
"23377","Delhi","Delaware",159.6897456
"23378","Robinson","Delaware",159.6897456
"23379","Masonville","Delaware",159.6897456
"23380","Oneida","Delaware",159.6897456
"23381","Colesburg","Delaware",159.6897456
"23382","Manchester","Delaware",159.6897456
"23383","Delaware","Delaware",159.6897456
"23384","Greeley","Delaware",159.6897456
"23385","Earlville","Delaware",159.6897456
"23386","Vinton","Roanoke",159.3173945
"23387","Starkey","Roanoke",159.3173945
"23388","Glenvar","Roanoke",159.3173945
"23389","Cave Spring","Roanoke",159.3173945
"23390","Hollins","Roanoke",159.3173945
"23391","Thurston","Fairfield",159.2025096
